Main_Index,text
6328,"I saw my oncologist Tuesday to go over the results of the PET scan. My day actually started with a very urgent sounding lady from the lab insisting I get a hold of my provider immediately. Evidently she didn't realize this was blood work ordered by my oncologist as it seems my tumor markers were way elevated. (7. something)
I had been concerned about a muscle spasm in my right back and hoped it wouldn't light up like Times Square on the scan. I'd had this problem since early April and I thought it was from my new keyboard.
After getting the results yesterday I now know what I'm facing and it's not good. Evidently I have 2 spots on my spine (T2 and T9) as well as mets to the 12th rib. So the pain wasn't a muscle spasm at all but bone mets.
I was to have my port installed yesterday morning but the imaging machine at the hospital went on the fritz and I've still heard nothing about rescheduling.
I will be starting 6 rounds of CMF (Cytoxan, Methotrexate and Fluorouracil) probably next week. Not sure what the prognosis is for the bone mets but I've heard not so good.
Anyone else dealt with this?
Lynne"
6355,"Hi, I was diagnosed with early stages of breast cancer in May 1997, I was 31 years old. Had a mastectomy and reconstructive surgery, no chemo or radiation. In May 2000, I was diagnosed with metastatic breast cancer. There was another lump on my reconstructed breast and I had 30 out of 35 lymph nodes under my arm positive for cancer. I had 8 treatments of the strongest chemo they could give me and 6 weeks of radiation. In May 2001, I was diagnosed again with metastatic breast cancer and this time it is in the brain. I have had 10 treatments of radiation to the head. I had quite a few tumors. They will do another MRI on my head around July 3. I have had CT scans to the chest, abdomen, and pelvic and there are no signs of cancer there. I am going to have a bone scan soon. I asked my onocologist did it usually go somewhere else before it went to the brain. She said that she had seen it go to the brain with people that tested positive for the Her2 protein. Has anyone out there had this happen to them? I would appreciate any information anyone could give me. Thanks, Nelda"
6360,"I saw my oncologist Tuesday to go over the results of the PET scan. My day actually started with a very urgent sounding lady from the lab insisting I get a hold of my provider immediately. Evidently she didn't realize this was blood work ordered by my oncologist as it seems my tumor markers were way elevated. (7. something)
I had been concerned about a muscle spasm in my right back and hoped it wouldn't light up like Times Square on the scan. I'd had this problem since early April and I thought it was from my new keyboard.
After getting the results yesterday I now know what I'm facing and it's not good. Evidently I have 2 spots on my spine (T2 and T9) as well as mets to the 12th rib. So the pain wasn't a muscle spasm at all but bone mets.
I was to have my port installed yesterday morning but the imaging machine at the hospital went on the fritz and I've still heard nothing about rescheduling.
I will be starting 6 rounds of CMF (Cytoxan, Methotrexate and Fluorouracil) probably next week. Not sure what the prognosis is for the bone mets but I've heard not so good.
Anyone else dealt with this?
Lynne"
6366,"Dear pink sisters,"
6384," So sorry to inform to all of you that Puffins beloved Soulmate passed away yesterday. This is very hard to take and is a shock to all of us that knows Puffin. Please keep her and the family in your thoughts and prayers. We love you Puffin.  Hugs, Pixie"
6415,Happy Birthday!!!!
6416,Here is what Kari posted today on the shout out to her:
6428,happy birthday wishes my dear friend .. Enjoy your day 
6432,"My beautiful 43 year old wife of 4 years was recently diagnosed with Stage 2A breast cancer in her right breast. She has two lumps (1cm&1.5 cm) and one lymph node under the arm came back positive for non Her2 50% estrogen receptive very agressive BC. All MRIs and bone scans came back negative for cancer any where other than in the right breast (great news). She was started on 4 treatment of AC bi-weekly then will get 4 of taxol bi-weekly, then surgery. Surgeon hopes the chemo will shrink the tumors enough to only do a lumpectomy. She got her 2nd AC treatment last friday and has been doing great, just a little tired the day after and sore bones due to the neulasta injection. She is handling it much better than me. I try to stay strong and positive for her but sometimes I just break down and feel there is no hope. She has started loosing her hair and asked me to shave it off for her tonight. It breaks my heart and don't think that I can do it. I went to buy her some warm hats today at Wal-Mart and just broke down and had to leave the store. I am so scared of losing her and I don't know how to stop the ""worst case scenario"" thinking.
  I also don't understand why the doctors decided to do chemo first instead of just cutting the tumors and lymph node out? Will the chemo work ? I feel so lost and helpless when I see the fear in her eyes and there is nothing that I can do about it. She lost her mother to breast cancer when she(my wife) was 17 years old and sees herself in her mothers shoes. Any help or advice on how to handle this would be wonderful. Thank you all so much "
6546,"I've had it with chemo!  A little over a month ago I decided to stop taking chemo treatments.  It was way too much for me.  My husband and I researched and researched for alternative methods and found tons of info on it. We found a documentary about the Rick Simpson story called ""Run From The Cure"".  We decided to try this but didn't know anyone who is a care giver in our small town.  We had gone to a birthday party for my little niece at my brothers house and started talking about what we want to do.  A couple that we didn't know was there and heard us talking.  They are care givers for medical marijuana and I became a patient of theirs. I took meeting these people as a sign from God to try this method!!  Being off chemo and on cannabis now for about 4 weeks, I have been feeling better and better.  If you watch the video...(I will post the link)...you will see how they make the oil.  Actually my caregiver thought that I would do better on raw cannabis rather than oil because I really don't want any kind of a ""high"".  The raw cannabis does not get me high at all.  I can work all day a feel great. I take the oil at night to help me sleep.  I've always had that problem.  I am so happy to feel good for a change.  I know cannabis has a big stigma on it....but please keep an open mind and research for yourself.  You can contact me any time and I would love to discuss this with you.  There are thousands of cancer patients that have been cured of cancer with cannabis!!  No side effects!!  Here is the link http://www.youtube.com/watch?v=0psJhQHk_GI.  Take care girls and God bless!"
